Season,Team,WinLossPct,AvgPts,PtDiff,AvgRebounds,AvgAssists,AvgTurnovers,AvgFouls,FGPct,FTPct,ThPct,AvgStealsPlusBlocks,AvgPtsAgainst,OppFGPct,OppThPct
2015,1339,.50,69,19,36,14,11,18,.44,.72,.38,9,69,.44,.34
2017,1370,.37,68,-119,36,15,14,19,.43,.70,.34,8,72,.41,.32
2015,1296,.45,65,-48,35,9,13,19,.43,.67,.32,9,66,.44,.34
2011,1105,.40,62,-86,40,11,15,20,.40,.62,.29,13,66,.42,.32
2013,1136,.63,74,87,35,15,12,16,.48,.72,.35,6,71,.45,.35
2010,1453,.61,68,26,33,11,12,19,.44,.75,.38,8,67,.44,.33
2006,1225,.11,59,-356,36,9,13,18,.40,.66,.32,7,72,.48,.40
2011,1234,.35,67,-26,37,13,14,16,.44,.68,.31,9,68,.44,.33
2004,1403,.69,73,223,35,14,12,16,.46,.74,.34,11,66,.43,.36
2006,1348,.50,63,-44,37,12,12,17,.42,.68,.31,8,65,.42,.34
2006,1391,.44,66,-89,34,11,14,19,.43,.74,.34,11,69,.46,.34
2004,1211,.93,82,476,39,18,13,15,.51,.76,.41,10,65,.38,.35
2006,1285,.78,78,184,36,17,14,18,.49,.71,.38,10,71,.44,.36
2004,1340,.36,66,-53,35,11,17,21,.44,.66,.30,9,68,.43,.36
2015,1399,.36,69,-70,37,12,13,19,.44,.68,.32,9,72,.47,.37
2009,1160,.27,62,-153,29,11,14,18,.45,.73,.35,7,67,.47,.37
2011,1148,.61,70,125,37,14,14,17,.44,.77,.33,11,65,.42,.32
2017,1387,.36,61,-262,35,12,13,19,.40,.66,.34,7,69,.44,.36
2013,1351,.56,64,27,36,10,15,18,.44,.67,.34,10,63,.41,.30
2004,1108,.38,63,-243,34,11,19,19,.43,.68,.35,8,72,.46,.36
2006,1414,.59,70,119,33,14,13,16,.47,.75,.42,7,66,.43,.35
2008,1233,.38,65,-110,36,13,17,21,.43,.69,.31,11,69,.42,.36
2017,1284,.82,81,265,40,12,12,20,.44,.76,.37,11,73,.40,.33
2013,1454,.20,61,-302,37,10,14,16,.38,.67,.31,8,71,.45,.33
2013,1116,.59,73,155,37,14,11,20,.43,.67,.30,14,68,.43,.36
2011,1171,.18,59,-321,36,9,13,18,.40,.70,.33,9,71,.45,.37
2015,1402,.39,59,-53,35,10,12,17,.39,.70,.31,9,61,.42,.31
2006,1245,.75,72,222,34,13,13,20,.44,.72,.35,10,65,.44,.33
2015,1230,.58,77,23,35,12,10,19,.46,.74,.35,11,76,.46,.35
2009,1183,.36,63,-104,33,12,13,17,.44,.71,.36,6,67,.43,.37
2004,1257,.69,73,359,38,15,13,20,.42,.75,.34,13,60,.38,.31
2006,1371,.62,67,40,38,12,13,18,.41,.74,.34,9,66,.42,.33
2006,1328,.71,68,156,36,14,14,16,.45,.72,.36,10,63,.44,.39
2013,1285,.79,70,140,31,12,12,17,.47,.77,.38,8,65,.43,.33
2011,1254,.84,82,279,41,15,15,17,.47,.64,.37,10,73,.43,.30
2016,1180,.20,63,-219,37,12,11,21,.39,.69,.33,7,70,.47,.36
2009,1140,.77,77,386,37,16,11,18,.49,.73,.38,10,64,.40,.30
2008,1359,.43,58,-134,28,14,13,14,.46,.67,.35,6,63,.45,.36
2004,1131,.82,67,232,35,14,12,18,.43,.69,.33,11,58,.41,.32
2004,1426,.54,70,9,35,11,16,17,.46,.74,.36,9,70,.44,.33
2004,1214,.43,68,-51,37,11,17,22,.43,.67,.34,9,70,.42,.34
2012,1464,.48,67,-4,35,12,11,16,.43,.65,.38,11,67,.43,.36
2017,1390,.43,69,-66,36,13,12,19,.44,.68,.32,9,71,.45,.39
2015,1276,.48,63,-1,33,11,9,14,.42,.75,.35,6,63,.45,.34
2008,1442,.36,66,-181,37,11,14,22,.42,.69,.35,8,72,.46,.36
2011,1360,.14,59,-330,33,10,14,19,.41,.67,.32,8,71,.46,.33
2013,1305,.37,66,-147,35,11,12,19,.42,.73,.31,8,71,.45,.37
2013,1411,.55,70,160,38,14,11,16,.44,.64,.36,9,65,.41,.32
2008,1379,.52,69,57,37,10,12,20,.44,.71,.32,7,67,.44,.34
2015,1382,.58,67,80,37,12,12,17,.43,.71,.31,11,64,.42,.36
2013,1242,.85,75,473,39,15,13,16,.48,.73,.37,13,61,.36,.31
2017,1433,.76,74,281,37,15,12,20,.46,.71,.33,11,66,.42,.34
2016,1117,.31,72,-148,40,12,13,19,.41,.73,.32,9,77,.41,.36
2004,1383,.54,71,43,38,13,15,21,.43,.66,.36,12,69,.43,.35
2004,1320,.69,69,115,35,13,12,16,.44,.74,.35,7,65,.42,.33
2015,1293,.83,78,295,37,15,11,18,.48,.70,.38,10,68,.41,.34
2009,1246,.61,74,281,36,15,17,17,.48,.77,.35,13,66,.39,.35
2015,1356,.34,59,-92,33,8,12,18,.41,.70,.33,8,62,.45,.38
2006,1434,.57,77,76,38,17,14,20,.47,.68,.39,9,74,.44,.38
2006,1202,.48,69,-8,35,14,14,16,.45,.73,.36,9,69,.45,.36
2011,1377,.48,77,22,40,14,12,18,.44,.68,.33,9,76,.44,.32
2012,1115,.33,61,-278,36,11,14,18,.41,.64,.30,10,69,.44,.37
2011,1334,.48,64,47,35,13,11,15,.43,.69,.35,6,63,.44,.35
2009,1389,.37,59,-131,35,9,15,19,.40,.66,.34,12,63,.42,.33
2014,1103,.64,67,62,36,11,13,17,.43,.62,.35,10,66,.43,.33
2013,1365,.63,72,146,37,14,12,19,.43,.74,.36,12,67,.42,.36
2014,1146,.22,71,-289,38,12,14,21,.44,.60,.37,12,82,.47,.35
2011,1291,.34,60,-184,34,11,14,19,.42,.68,.32,9,66,.43,.33
2009,1346,.48,66,-30,38,12,14,18,.43,.62,.32,9,67,.44,.37
2014,1189,.55,71,14,35,13,11,18,.45,.71,.36,7,71,.44,.33
2011,1463,.52,67,-5,35,12,13,18,.44,.73,.34,9,67,.42,.35
2004,1337,.48,78,-5,38,14,12,19,.46,.72,.36,9,79,.48,.40
2012,1158,.61,70,74,38,11,13,16,.43,.64,.34,11,68,.42,.32
2004,1380,.41,69,-6,38,11,16,20,.44,.62,.30,12,69,.45,.36
2005,1161,.35,69,-30,34,15,16,19,.46,.73,.33,11,70,.41,.32
2013,1451,.80,73,330,35,12,12,17,.49,.73,.41,9,62,.41,.30
2009,1260,.45,62,-121,38,12,13,17,.41,.67,.32,10,66,.44,.35
2007,1358,.64,75,127,39,18,15,21,.44,.67,.36,10,71,.44,.31
2016,1263,.27,75,-327,40,14,16,21,.43,.66,.34,11,86,.50,.37
2011,1420,.17,64,-426,37,11,13,19,.40,.71,.33,7,78,.47,.38
2007,1192,.45,72,-88,37,12,13,17,.43,.70,.32,9,75,.48,.34
2006,1411,.21,66,-328,40,10,19,19,.40,.65,.34,9,78,.44,.35
2011,1125,.88,80,626,37,16,13,20,.46,.74,.38,13,61,.41,.33
2011,1274,.58,71,129,36,11,14,18,.44,.72,.39,9,67,.42,.35
2009,1329,.67,81,228,37,12,12,21,.46,.74,.38,10,74,.44,.34
2009,1137,.23,64,-224,39,11,14,20,.38,.68,.34,7,71,.42,.31
2011,1188,.16,62,-468,34,12,16,21,.41,.67,.32,8,80,.49,.37
2008,1462,.82,75,429,36,15,13,17,.48,.75,.39,9,62,.40,.34
2007,1149,.15,64,-307,36,12,15,17,.42,.65,.33,7,76,.48,.36
2016,1177,.29,67,-233,35,11,14,22,.44,.68,.34,7,75,.44,.36
2004,1440,.15,54,-370,34,12,17,17,.39,.62,.26,9,68,.46,.36
2015,1439,.33,65,-133,33,11,11,18,.45,.64,.39,7,69,.44,.35
2009,1200,.11,61,-426,39,10,12,19,.38,.63,.30,9,76,.49,.40
2016,1240,.21,66,-183,36,11,10,19,.40,.74,.35,7,72,.47,.33
2005,1138,.71,75,118,38,14,15,21,.45,.69,.36,11,71,.43,.34
2016,1111,.29,70,-211,40,11,14,21,.40,.70,.36,7,77,.46,.39
2016,1409,.65,74,134,36,13,10,17,.44,.68,.33,9,69,.42,.36
2009,1369,.07,67,-420,36,11,15,17,.43,.69,.32,8,81,.47,.37
2003,1107,.25,65,-274,35,11,12,15,.42,.73,.36,8,75,.48,.36
2004,1443,.50,74,45,38,13,15,20,.46,.62,.36,8,72,.45,.40
2007,1252,.55,67,69,35,13,11,19,.42,.70,.32,9,64,.42,.34
2016,1283,.39,66,-189,37,12,12,19,.41,.68,.32,10,73,.45,.37
2016,1326,.61,70,80,39,11,12,17,.44,.67,.34,10,68,.41,.34
2007,1255,.24,63,-330,37,12,16,17,.40,.70,.30,11,75,.47,.37
2007,1166,.69,67,215,34,13,12,16,.45,.76,.34,8,60,.41,.35
2011,1357,.38,66,-95,35,11,15,19,.43,.70,.35,10,69,.45,.34
2011,1400,.79,74,460,41,13,11,17,.45,.65,.38,10,61,.38,.29
2004,1317,.42,71,-86,40,11,17,21,.43,.64,.33,11,74,.42,.34
2006,1431,.67,64,157,36,14,13,14,.44,.66,.34,9,58,.40,.34
2009,1197,.32,61,-329,37,10,13,19,.39,.62,.32,9,71,.46,.35
2003,1233,.59,74,101,36,16,15,20,.46,.72,.37,12,71,.42,.33
2014,1123,.11,64,-303,35,12,17,20,.41,.68,.31,6,75,.47,.33
2003,1150,.45,68,-42,40,14,13,18,.40,.63,.33,10,69,.44,.39
2005,1264,.48,72,35,37,12,12,20,.44,.68,.32,13,71,.43,.35
2009,1180,.52,61,14,41,11,12,19,.37,.67,.29,8,61,.40,.33
2014,1106,.57,69,-20,38,12,12,18,.41,.68,.28,10,70,.45,.31
2013,1219,.54,69,84,37,14,12,18,.44,.70,.32,11,66,.43,.33
2009,1286,.43,65,-111,36,11,13,18,.42,.67,.32,8,69,.46,.36
2009,1243,.65,75,282,40,14,13,21,.43,.66,.36,9,66,.42,.35
2014,1169,.45,75,-53,36,13,12,20,.45,.79,.36,9,77,.46,.35
2013,1282,.23,59,-337,33,9,14,18,.42,.67,.33,8,70,.48,.40
2006,1368,.54,66,29,34,11,13,18,.44,.67,.36,10,65,.45,.33
2005,1221,.80,66,326,35,14,13,16,.44,.66,.36,15,55,.39,.36
2009,1349,.31,63,-233,34,13,13,18,.42,.69,.38,6,71,.44,.37
2016,1220,.72,78,142,39,14,11,15,.44,.69,.36,9,73,.44,.35
2004,1423,.50,61,57,34,12,13,19,.41,.68,.34,9,59,.42,.29
2013,1408,.56,69,119,36,11,12,16,.42,.72,.35,8,65,.46,.34
2011,1294,.66,71,127,36,11,14,19,.43,.77,.38,7,66,.42,.35
2007,1209,.35,64,-233,34,10,15,16,.43,.66,.36,8,71,.45,.34
2015,1459,.81,65,186,33,13,10,17,.45,.69,.37,8,60,.42,.31
2005,1158,.64,72,121,39,14,13,18,.42,.72,.32,12,67,.43,.31
2016,1157,.58,71,71,39,11,12,18,.45,.67,.34,8,68,.41,.31
2011,1231,.38,69,44,35,12,12,21,.46,.73,.35,8,68,.43,.36
2009,1412,.67,72,223,36,12,11,16,.46,.71,.34,8,65,.43,.32
2013,1345,.47,65,29,40,13,12,17,.42,.64,.32,9,64,.40,.32
2016,1303,.55,83,62,36,14,13,20,.47,.75,.33,12,81,.46,.35
2016,1260,.45,63,-56,33,11,12,18,.42,.73,.35,8,65,.44,.35
2004,1463,.42,65,-40,33,14,15,18,.46,.67,.33,10,66,.43,.36
2009,1177,.27,64,-267,39,11,12,15,.41,.62,.30,9,72,.46,.36
2014,1272,.71,76,207,38,17,13,18,.47,.65,.34,13,70,.44,.31
2005,1201,.52,71,24,39,14,15,17,.44,.65,.36,9,70,.42,.33
2004,1420,.25,60,-103,37,13,14,19,.41,.63,.32,10,63,.43,.34
2007,1146,.23,63,-145,35,10,15,20,.41,.74,.31,10,68,.43,.37
2009,1263,.28,63,-181,34,12,14,17,.42,.67,.33,10,70,.44,.31
2007,1232,.40,61,-140,34,10,12,18,.40,.71,.35,6,66,.44,.35
2006,1451,.32,65,-129,33,11,14,18,.44,.71,.34,8,70,.46,.38
2005,1115,.19,58,-271,39,11,16,17,.38,.65,.27,11,68,.41,.36
2009,1306,.45,61,-111,38,10,13,20,.38,.65,.32,7,65,.44,.33
2003,1170,.39,65,-209,37,12,16,21,.41,.67,.31,11,72,.46,.35
2011,1208,.66,68,145,37,15,13,16,.45,.70,.34,11,64,.40,.32
2007,1103,.78,74,409,35,15,12,18,.48,.67,.39,12,61,.40,.34
2011,1337,.34,68,-171,37,12,13,18,.42,.72,.33,8,74,.46,.38
2016,1217,.43,66,-20,36,15,14,18,.45,.59,.39,9,67,.41,.31
2007,1275,.56,59,69,31,12,13,17,.46,.71,.33,9,57,.41,.32
2014,1315,.48,73,-82,34,11,11,20,.45,.69,.32,10,75,.50,.38
2016,1346,.30,65,-162,45,12,15,20,.37,.65,.34,9,71,.42,.31
2015,1462,.62,73,201,35,16,12,18,.47,.73,.35,8,67,.44,.35
2016,1200,.55,71,62,36,15,13,19,.44,.69,.34,12,69,.45,.33
2015,1376,.50,64,74,37,13,12,19,.40,.74,.30,10,62,.39,.32
2013,1325,.73,72,276,32,17,12,19,.47,.70,.35,12,64,.42,.33
2017,1450,.40,69,-202,35,14,12,16,.46,.75,.37,6,76,.46,.35
2016,1114,.87,70,308,33,12,10,18,.46,.73,.39,9,60,.39,.30
2013,1388,.81,74,370,37,14,11,17,.47,.73,.37,9,63,.42,.37
2015,1313,.58,69,60,36,12,13,20,.46,.66,.34,9,67,.41,.34
2011,1380,.11,55,-436,36,11,16,17,.38,.61,.29,8,72,.44,.30
2011,1251,.55,66,-22,37,12,15,19,.42,.68,.32,9,66,.44,.33
2011,1354,.21,64,-228,36,11,16,20,.42,.67,.32,9,72,.45,.35
2003,1127,.52,66,10,38,12,15,18,.42,.68,.35,12,66,.41,.34
2004,1274,.45,71,61,37,13,15,19,.45,.71,.33,12,69,.45,.34
2012,1178,.61,70,97,34,12,12,19,.44,.74,.30,11,67,.45,.37
2007,1318,.41,62,-137,34,13,12,15,.41,.69,.36,8,66,.45,.35
2011,1314,.79,76,294,42,15,13,16,.45,.66,.33,11,67,.40,.33
2016,1137,.55,77,124,37,15,13,21,.46,.72,.36,9,73,.43,.35
2011,1443,.50,70,-21,39,12,14,18,.44,.64,.31,9,70,.44,.36
2007,1189,.18,61,-273,35,10,14,19,.41,.68,.33,8,70,.45,.34
2014,1126,.17,61,-280,35,9,12,21,.39,.71,.36,8,70,.46,.35
2009,1283,.35,60,-97,34,11,13,19,.40,.68,.32,7,64,.44,.34
2004,1357,.44,73,-108,39,14,16,20,.44,.67,.33,11,77,.46,.39
2013,1428,.42,62,-60,34,13,12,15,.43,.76,.35,8,64,.41,.34
2016,1154,.24,83,-325,44,14,13,24,.41,.73,.32,11,94,.52,.35
2014,1209,.74,77,287,32,13,8,17,.47,.78,.38,12,68,.42,.34
2009,1326,.69,66,162,31,13,13,14,.48,.70,.38,11,61,.41,.35
2014,1252,.48,75,-89,36,13,12,22,.43,.68,.36,8,78,.47,.35
2011,1440,.52,83,33,40,13,12,19,.44,.70,.37,11,82,.46,.34
2016,1366,.48,60,-188,35,10,14,20,.39,.66,.31,8,67,.43,.34
2005,1307,.81,75,339,34,15,13,16,.50,.68,.40,10,64,.42,.32
2007,1126,.25,53,-310,34,10,16,18,.39,.61,.29,9,64,.45,.35
2009,1240,.35,69,-89,37,14,13,18,.43,.66,.38,8,72,.47,.36
2016,1197,.22,62,-299,38,10,16,19,.39,.59,.30,8,73,.44,.33
2014,1166,.79,79,400,34,17,9,17,.50,.75,.42,5,67,.42,.34
2011,1271,.24,65,-346,39,11,14,21,.40,.64,.28,7,77,.47,.35
2009,1452,.68,72,366,39,15,12,18,.43,.70,.33,11,61,.42,.30
2009,1157,.30,67,-125,38,14,16,16,.43,.62,.33,9,72,.43,.35
2005,1224,.18,64,-273,39,9,15,21,.37,.67,.31,10,73,.46,.35
2007,1338,.79,71,296,36,17,11,16,.47,.67,.37,8,62,.41,.31
2009,1409,.70,67,182,37,11,14,18,.45,.69,.34,10,61,.39,.27
2007,1212,.42,63,-161,39,10,16,19,.40,.67,.31,8,70,.43,.32
2013,1431,.56,63,72,33,13,12,17,.45,.68,.35,9,61,.42,.34
2009,1114,.74,66,95,36,13,15,19,.45,.67,.36,9,63,.40,.32
2004,1400,.77,77,322,42,13,11,19,.44,.68,.36,10,66,.40,.31
2005,1181,.83,79,419,39,13,13,18,.45,.71,.38,15,65,.39,.30
2007,1295,.67,74,226,36,14,15,17,.50,.70,.40,12,65,.42,.35
2011,1423,.42,63,-92,34,11,13,15,.43,.69,.37,8,66,.43,.35
2015,1419,.59,61,26,37,12,11,15,.41,.71,.31,8,60,.38,.30
2013,1368,.38,62,-200,36,9,12,19,.40,.66,.36,7,69,.44,.40
2007,1464,.41,64,-124,36,11,13,16,.42,.69,.34,7,69,.44,.36
2007,1106,.31,60,-184,39,9,14,20,.36,.64,.30,8,66,.43,.29
2011,1397,.58,70,110,38,13,13,19,.43,.68,.30,11,67,.41,.33
2007,1169,.41,72,-82,38,13,18,24,.44,.72,.33,10,75,.45,.35
2009,1220,.65,66,-16,41,11,15,21,.39,.69,.32,11,66,.39,.34
2007,1401,.81,76,531,35,18,12,19,.50,.72,.42,10,59,.37,.30
2005,1301,.59,73,239,34,15,12,18,.46,.70,.37,11,66,.43,.35
2003,1356,.80,74,193,34,13,12,19,.47,.71,.39,11,68,.44,.41
2006,1125,.67,81,177,36,16,16,19,.50,.70,.38,11,75,.44,.34
2003,1313,.48,62,-58,36,9,17,18,.42,.65,.31,11,64,.41,.39
2005,1387,.30,56,-131,34,12,13,16,.41,.67,.29,8,60,.40,.36
2008,1113,.61,67,153,31,14,12,16,.47,.74,.36,10,62,.41,.35
2007,1332,.79,76,345,36,14,12,16,.45,.75,.38,9,65,.44,.31
2003,1399,.59,73,108,36,15,17,20,.48,.72,.37,10,69,.41,.32
2014,1458,.79,73,296,34,12,8,14,.46,.74,.37,8,64,.43,.34
2007,1418,.28,66,-175,38,11,14,18,.42,.66,.30,8,72,.45,.35
2016,1429,.48,73,18,37,14,11,17,.45,.70,.38,7,72,.45,.35
2008,1199,.58,72,110,35,11,15,18,.44,.77,.35,12,69,.44,.34
2005,1430,.54,66,-5,34,11,11,17,.42,.71,.36,9,66,.45,.32
2007,1461,.52,73,-39,35,11,14,21,.46,.72,.33,9,75,.45,.34
2010,1144,.61,67,105,33,14,14,18,.45,.71,.35,12,63,.44,.33
2014,1398,.14,67,-227,34,10,12,21,.43,.70,.29,8,75,.47,.34
2005,1284,.55,63,13,31,14,13,17,.44,.77,.34,10,63,.41,.33
2007,1186,.46,83,-16,35,17,15,19,.49,.73,.34,9,83,.49,.39
2014,1163,.76,71,297,35,12,11,18,.45,.76,.39,13,63,.39,.33
2012,1218,.47,73,-68,37,14,15,19,.46,.67,.33,8,75,.43,.35
2003,1104,.61,69,120,38,12,13,18,.42,.71,.32,10,65,.42,.33
2005,1241,.21,60,-327,35,10,17,21,.41,.66,.33,9,72,.44,.37
2014,1355,.57,71,58,36,12,11,17,.44,.77,.34,8,69,.46,.35
2014,1269,.75,76,171,38,15,13,19,.46,.68,.35,12,70,.42,.31
2003,1190,.63,79,60,39,14,18,19,.46,.74,.34,15,77,.44,.36
2003,1296,.55,69,-6,36,12,17,19,.46,.65,.38,11,69,.44,.34
2007,1229,.47,66,33,34,14,15,18,.45,.65,.36,10,65,.44,.36
2012,1152,.11,62,-453,38,10,17,21,.39,.65,.29,10,78,.46,.37
2010,1207,.70,73,268,33,15,13,16,.50,.71,.39,11,65,.41,.33
2014,1292,.71,68,172,36,12,12,20,.45,.66,.34,11,62,.42,.33
2012,1281,.88,80,495,32,16,10,14,.50,.77,.40,11,65,.44,.36
2016,1343,.78,78,254,38,14,11,17,.46,.71,.39,10,68,.44,.36
2009,1406,.35,65,-186,38,13,12,17,.40,.67,.31,11,70,.44,.32
2005,1178,.45,61,18,35,10,13,19,.43,.65,.30,8,60,.41,.36
2005,1344,.43,74,35,37,16,15,18,.46,.71,.35,14,73,.43,.32
2008,1156,.61,66,63,35,11,14,20,.44,.70,.31,10,64,.42,.32
2003,1250,.54,63,1,36,12,14,18,.43,.73,.35,10,63,.42,.34
2008,1176,.34,55,-114,26,12,14,17,.46,.76,.35,9,59,.46,.35
2003,1207,.52,76,189,40,15,15,22,.43,.73,.33,15,69,.41,.30
2008,1219,.48,67,57,35,15,13,17,.45,.74,.37,8,65,.43,.34
2005,1407,.38,73,-127,36,15,12,16,.43,.68,.36,12,77,.48,.37
2003,1293,.56,74,143,38,15,13,17,.46,.71,.33,11,69,.45,.35
2003,1124,.50,69,17,38,14,13,15,.41,.73,.34,11,68,.45,.32
2014,1438,.82,65,362,35,13,10,16,.45,.66,.36,9,55,.38,.32
2007,1378,.40,65,-39,36,14,16,17,.45,.66,.32,11,66,.42,.34
2012,1304,.40,60,-142,32,12,13,16,.43,.77,.32,9,65,.45,.37
2005,1238,.45,64,-151,40,11,17,21,.38,.68,.26,14,69,.43,.31
2010,1164,.19,60,-225,36,10,13,18,.39,.74,.32,8,68,.43,.31
2009,1280,.65,74,170,39,12,14,16,.43,.70,.36,14,69,.39,.34
2016,1237,.39,67,-185,37,10,13,20,.42,.71,.33,9,73,.46,.34
2014,1206,.35,69,-79,36,10,13,20,.44,.71,.35,8,72,.44,.34
2007,1441,.31,67,-225,38,12,13,21,.40,.69,.31,9,75,.47,.38
2016,1363,.21,67,-200,38,13,13,22,.41,.65,.30,9,74,.44,.35
2009,1386,.53,68,64,35,14,13,16,.44,.73,.33,10,66,.42,.34
2012,1261,.56,65,58,39,12,12,17,.41,.69,.32,11,63,.41,.31
2012,1324,.52,79,21,36,13,12,18,.45,.73,.38,8,79,.49,.40
2007,1398,.35,63,-190,39,11,13,20,.39,.67,.32,9,70,.45,.33
2016,1257,.74,74,429,39,13,11,19,.47,.69,.35,11,61,.39,.32
2016,1300,.34,67,-86,38,11,13,19,.42,.66,.34,6,70,.44,.34
2010,1210,.64,72,212,40,13,16,18,.45,.64,.37,13,66,.38,.31
2011,1437,.66,72,229,38,13,11,17,.44,.76,.35,10,65,.41,.32
2005,1390,.60,70,62,37,12,14,18,.44,.74,.35,9,68,.42,.37
2014,1249,.13,66,-317,33,12,14,18,.44,.74,.31,8,77,.49,.38
2016,1194,.23,65,-266,37,11,12,19,.40,.72,.34,9,74,.46,.35
2014,1375,.29,67,-128,38,11,12,20,.39,.70,.33,8,71,.44,.35
2007,1335,.72,74,190,33,17,13,18,.49,.67,.37,11,67,.44,.35
2009,1449,.76,78,308,41,13,14,19,.46,.70,.34,10,69,.42,.33
2012,1135,.23,60,-267,37,13,12,16,.40,.62,.36,7,69,.46,.39
2010,1147,.22,68,-326,35,12,15,21,.41,.72,.35,9,80,.50,.38
2009,1323,.56,76,173,41,17,9,15,.44,.70,.40,7,71,.43,.34
2005,1453,.59,67,-50,34,13,13,18,.45,.74,.38,7,68,.45,.34
2007,1272,.91,79,569,40,15,13,19,.46,.61,.35,15,62,.39,.31
2016,1426,.69,79,274,44,16,13,21,.42,.70,.33,9,70,.40,.33
2014,1312,.36,68,-126,36,12,12,21,.42,.72,.36,9,73,.44,.34
2012,1198,.29,63,-111,33,9,14,20,.41,.72,.33,11,67,.44,.33
2008,1282,.30,67,-198,35,12,14,21,.40,.73,.38,10,74,.47,.40
2012,1258,.59,68,26,36,11,13,17,.42,.73,.35,9,67,.42,.31
2010,1313,.37,70,-141,37,11,18,22,.46,.64,.29,11,75,.43,.31
2016,1174,.23,66,-284,39,10,12,17,.40,.68,.32,6,75,.44,.35
2003,1187,.40,63,-73,39,11,12,17,.40,.69,.27,8,65,.41,.34
2014,1186,.45,75,-34,38,12,12,19,.45,.69,.37,8,76,.45,.35
2005,1175,.59,62,18,30,10,14,16,.42,.74,.34,11,61,.47,.38
2011,1460,.55,64,55,31,10,10,19,.43,.74,.36,7,62,.46,.32
2014,1246,.71,75,315,40,11,12,19,.45,.68,.33,11,66,.40,.32
2012,1241,.38,66,-120,35,13,12,19,.42,.67,.37,9,69,.44,.36
2005,1218,.55,68,64,37,16,12,16,.44,.66,.34,10,66,.43,.35
2014,1143,.59,72,92,37,15,10,17,.45,.68,.34,10,69,.42,.36
2003,1273,.79,78,144,41,16,16,17,.47,.69,.38,10,72,.42,.35
2003,1144,.15,65,-343,32,14,16,16,.44,.70,.35,8,78,.50,.40
2017,1101,.36,67,-119,33,13,14,22,.46,.64,.37,9,72,.46,.36
2012,1387,.77,69,363,34,14,11,16,.45,.71,.37,10,57,.41,.32
2016,1320,.64,67,153,31,11,9,15,.45,.75,.37,8,62,.42,.33
2014,1418,.65,79,112,39,13,13,21,.46,.66,.37,10,76,.45,.33
2007,1292,.45,62,-58,33,12,14,20,.46,.70,.34,6,64,.42,.36
2017,1144,.45,68,-92,34,10,12,18,.44,.75,.35,10,71,.45,.35
2005,1347,.38,67,-117,37,11,13,17,.42,.70,.33,9,72,.46,.32
2010,1167,.24,65,-256,39,9,15,18,.39,.69,.31,9,74,.46,.33
2012,1112,.68,69,231,35,13,12,16,.44,.70,.38,9,62,.41,.28
2009,1429,.88,72,345,34,16,11,15,.50,.75,.40,7,62,.42,.37
2016,1406,.60,70,65,39,11,12,20,.42,.68,.33,10,68,.42,.35
2005,1410,.33,66,-187,36,11,16,19,.41,.70,.33,8,74,.45,.36
2012,1155,.52,64,121,35,12,12,16,.43,.67,.32,11,60,.43,.36
2016,1383,.45,64,-62,38,11,13,18,.39,.67,.30,10,66,.42,.33
2005,1304,.50,68,115,40,13,14,19,.43,.66,.32,9,63,.41,.33
2016,1277,.85,79,557,41,20,11,19,.48,.73,.43,9,63,.38,.30
2012,1344,.47,68,-13,38,13,12,16,.43,.70,.35,10,69,.42,.34
2009,1343,.46,57,-4,30,11,13,19,.43,.75,.37,8,57,.41,.29
2014,1395,.27,63,-277,35,11,11,17,.40,.73,.32,9,72,.45,.34
2007,1421,.30,67,-180,38,13,16,17,.43,.67,.36,11,74,.44,.33
2009,1366,.44,55,-211,34,10,17,19,.39,.69,.32,10,64,.45,.33
2014,1332,.72,81,251,35,14,11,21,.47,.77,.39,11,74,.44,.32
2010,1104,.53,68,119,36,13,12,18,.44,.71,.35,11,64,.42,.32
2005,1281,.50,64,-59,36,12,14,19,.41,.68,.31,8,66,.43,.36
2007,1355,.20,62,-324,34,11,16,18,.42,.66,.32,7,72,.47,.37
2014,1229,.50,68,-28,36,12,12,20,.41,.71,.31,12,69,.43,.36
2010,1270,.26,65,-176,37,11,14,20,.42,.64,.35,10,72,.45,.37
2011,1417,.69,69,134,37,14,14,17,.46,.68,.33,11,65,.42,.34
2005,1450,.43,55,-28,34,12,13,18,.40,.62,.33,10,56,.41,.30
2003,1462,.83,78,368,39,16,13,15,.45,.75,.36,8,65,.41,.32
2003,1164,.39,58,-101,30,9,14,15,.44,.73,.39,9,61,.44,.40
2012,1364,.64,72,159,38,14,12,17,.45,.70,.38,10,66,.40,.34
2007,1395,.43,63,-111,37,12,17,20,.41,.60,.33,10,66,.44,.35
2015,1133,.25,56,-186,35,9,12,19,.37,.67,.30,9,62,.43,.37
2007,1438,.66,77,165,39,13,13,20,.44,.74,.37,7,71,.41,.35
2009,1426,.48,77,63,37,14,13,20,.47,.76,.34,9,74,.44,.35
2014,1352,.62,71,10,35,12,11,18,.44,.73,.38,8,71,.46,.33
2016,1280,.45,74,67,37,13,12,19,.46,.72,.33,10,72,.43,.34
2012,1195,.45,71,-14,36,13,14,19,.45,.67,.37,12,72,.43,.36
2014,1335,.29,68,-184,35,14,16,22,.45,.68,.32,9,74,.42,.38
2007,1269,.74,76,292,41,15,16,21,.48,.62,.34,14,67,.40,.35
2016,1340,.38,75,-64,37,16,12,19,.47,.66,.32,11,78,.47,.38
2010,1293,.88,76,482,36,15,14,17,.50,.70,.37,14,61,.39,.34
